"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"w/o MS2:PE 29:2e; PE 8:0e/21:2; [M+H]+"," 0.764710876"," 0.176802559","-0.489053141"," 0.395679587","-0.999341897","-0.080374930"," 0.430817620"," 0.645066124"," 0.498658775","-0.099690881","-0.128653856"," 0.329698862","-0.930739866","-0.300317407","-0.767163812","-4.125428987"," 0.018391061","-0.005542887"," 0.723631148"," 0.095989446","-0.185043279"," 0.537901906"," 0.031959105","-0.169574145","-0.161189857"," 0.459680308","-0.093054438","-0.135542625","-0.496515943","-1.345046550","-0.704455379","-0.984969927","-0.522849315"," 0.989795819"," 0.265395621","-0.535574145","-0.862694797","-0.213523377"," 0.176802559"," 0.117763734"," 0.265395621"," 0.123537503"," 0.067108672","-0.204857236","-1.234119454","-0.176825193","-2.261676246","-0.233078845","-1.120829522","-0.161189857"," 0.322727580"," 0.550463719"," 0.095989446","-0.447767157"," 0.459680308","-0.121923631"," 0.571655677","-0.516334425","-0.344690057","-0.406634953","-0.285363299","-0.432729203","-0.005542887"," 0.401740017","-0.817598770"," 0.872902356","-0.377810390","-0.439901188"," 0.523709755"," 0.144420827","-0.285363299"," 0.163736936"," 0.357952895"," 1.539474871","-1.413484760"," 1.736496170","-1.203370585"," 1.121001152"," 0.550463719"," 1.077541894"," 0.684696259"," 1.308098804"," 1.704305670"," 0.446140003"," 1.719955067"," 0.446140003"," 1.276685830"," 0.950329347"," 1.141679368","-1.159966046","-0.798756732","-0.371044772","-0.644123271"," 2.518548637"
"w/o MS2:PE 31:2e; PE 9:0e/22:2; [M+H]+"," 0.61349148"," 0.50544023"," 0.03097876","-2.19807692","-0.39882945","-3.43927897"," 0.22077902"," 0.92455414"," 0.33864192"," 0.18092658"," 0.69308349"," 0.35546487","-2.17984887","-0.11281868","-0.49564380"," 1.14144646"," 0.47702844"," 0.22077902"," 0.89496478"," 0.31205889","-0.19152299"," 0.62333370"," 0.40429952","-0.43772150","-4.10156975"," 0.18610234","-0.02314461","-0.06591798","-0.04959367","-0.41655630","-0.17672280","-0.38499429","-0.11804879"," 0.39408074"," 0.34195381","-0.05466567","-0.04959367","-0.20770471"," 0.19012776"," 0.09689940"," 0.53217409"," 0.13004127"," 0.51688524","-0.13339696","-4.95260882","-0.09220298","-0.06054672","-0.18723216","-0.55478471","-0.59172007"," 0.26437670"," 0.44417818","-0.15735765","-0.10275610"," 0.37477301","-0.06591798","-0.06591798","-5.63123651","-0.13793995","-0.32875123","-0.20770471","-3.13768917"," 0.18092658"," 0.55404046","-0.28906235"," 0.92455414","-0.45225429","-0.02314461"," 0.37906005"," 0.28272276","-0.12736941"," 0.13539207"," 0.74479424"," 1.13020709"," 0.09689940"," 1.53372527"," 0.45105336"," 1.01145023"," 1.34907736"," 1.16896260"," 0.85241742"," 1.15445987"," 1.26674211"," 0.93615323"," 1.09615148"," 0.77805776"," 1.22725658"," 0.98752761"," 0.71016999"," 0.07262475"," 0.30053948"," 0.40429952"," 0.28272276"," 0.98099582"
"w/o MS2:PE 31:3e; PE 9:0e/22:3; [M+H]+"," 0.42617241"," 0.93095591","-0.78483763"," 1.67796865","-0.69437127"," 0.24620143","-0.33332765"," 0.77945761"," 0.28675689","-0.11612000"," 0.26190668","-0.34830284","-0.83713214","-0.62435020","-0.61661494"," 2.04974207"," 0.68734645"," 0.47830330"," 1.15002080","-0.05214445","-0.44965931"," 0.56539629"," 0.16339503"," 0.08949853"," 0.22184918","-0.02202567"," 0.15584019","-0.37981201","-0.29647272","-0.95194535","-0.34830284","-0.45617822"," 0.09666403"," 0.68734645"," 0.34436697","-0.38573413","-0.32716143","-0.44236909"," 0.59287175","-0.05214445"," 0.78796251","-0.33332765"," 0.57344090","-0.13240362","-1.20814431","-0.47817691"," 0.10372077","-0.28020924","-1.13733894","-1.12199012"," 0.10372077"," 0.48679562","-0.32716143","-0.16830843"," 0.36409165","-0.31940715"," 0.35505644","-0.37981201","-0.24192418","-1.00092419"," 0.18915292"," 0.23840949","-0.07389490"," 1.28031333","-0.02979224"," 0.55817495","-0.57892112"," 0.11986876"," 0.46944913"," 0.58398750"," 0.11986876","-0.31940715","-0.06770452"," 0.79784684","-2.37393281"," 1.50845736","-0.55540612"," 0.57344090"," 1.11286994"," 0.33643165"," 0.23840949"," 1.07193535"," 1.12185696"," 0.65166863"," 0.83216318"," 0.13890279"," 0.44327571"," 0.31320839"," 0.51277698","-1.94207128","-1.94845652","-1.67759813","-0.70214065","-1.96185832"
"w/o MS2:PE 34:0; [M+Na]+"," 1.62983554","-0.29539665","-0.26488137"," 0.42500519"," 0.78401145"," 1.79730218"," 1.62983554","-0.52751199","-0.81372771"," 0.45878097","-0.75432513"," 0.24582330"," 0.16240233"," 1.26358554"," 0.20572041","-1.92453353","-0.72847119"," 1.33139758"," 1.60109503","-1.59193647"," 0.80895818"," 0.76514010"," 1.22758640","-0.10492631"," 0.14119659"," 0.63390138"," 0.28652522","-0.58813180"," 1.52800063","-0.38177621"," 0.31891242"," 0.31323283"," 0.51817606","-2.23175098","-1.74969879"," 1.57219987"," 0.84625839"," 0.77081894"," 0.97556258","-0.15620538","-2.41286041"," 1.26358554"," 1.37083854"," 0.27130586"," 0.07399701"," 1.77745065"," 0.67649862","-1.01406769","-0.48040444"," 1.10871492"," 0.60419000"," 1.76785878","-0.34833798","-0.47490759","-0.20049067"," 0.11026135","-0.55625401"," 0.39032074"," 1.21959443","-2.48364857"," 0.77779927"," 0.21651729","-2.20219516"," 1.67437712"," 0.04226178"," 0.92427751"," 1.17564192"," 0.60937274","-2.53222900"," 0.32613781"," 0.29149758","-1.33144853"," 0.11969241"," 0.29149758","-1.04786511"," 0.26009847"," 0.14586976","-0.21169631","-0.93726269"," 0.43069845","-2.83693874"," 0.53124675","-0.48040444","-0.24909342","-2.64356010","-0.93726269"," 0.09388628"," 0.62205879","-0.43965152","-1.05951785","-0.21169631","-0.60337996","-0.24909342","-3.35127246"
"w/o MS2:PE 34:0; PE 8:0-26:0; [M+H]+","-1.4636898370","-1.0820344490","-0.4240728616","-1.4881792470","-2.1471403276"," 1.1494826391","-0.2253236450","-0.2591427784","-1.6000427725","-0.5849901901","-1.0711089248","-1.3384258769","-2.1471403276","-1.9990721994"," 0.5935743185","-1.1504955760","-0.9229934361","-0.6701103095","-1.2418575268"," 1.1132889630","-1.3528874289","-1.4791827198","-0.6888024232","-1.2182689773","-1.4972760636","-1.5652130186","-2.7126265950","-2.3977302429","-1.2552966074","-1.6211407981","-0.6888024232","-1.7745261221","-0.5129002568"," 1.0454929149","-0.0483060444"," 0.9843327929"," 0.7063575566","-0.4954633214","-1.7490402690","-1.5501094561","-1.6135262751"," 0.4535447509"," 0.5333373688","-1.9320349464","-0.1054561871","-0.8475432727","-0.5348847390","-0.6076105374"," 0.9291005992"," 0.9516669356"," 0.2350925116","-0.7656656263","-2.1962980468","-0.6502033020","-1.6795318155","-1.5294092670","-1.3456246182","-1.2358100813","-2.3016824752","-0.9708143178","-0.0001607648","-1.8764806510","-0.0171173021"," 1.7091291512","-0.6593737835","-0.5315890168"," 1.1320485961"," 0.2596966186","-0.3101546862","-1.6893758466","-0.6286524362","-1.8313781289"," 3.5569573616"," 2.7168443517"," 0.6646451667"," 2.3244457745"," 2.5557208276"," 0.7385312564"," 3.2563998262"," 0.5076977479"," 3.6007850078"," 3.4639903320"," 0.6942597830"," 2.8013638333"," 3.5164001384"," 3.4525867371"," 3.2402280324"," 3.1269955953"," 3.0987078881"," 2.5100611270"," 2.7652327471"," 0.5696649143"," 3.2299362179"," 4.0961707935"
"w/o MS2:PE 34:9; PE 16:4-18:5; [M+H]+","-0.77704140"," 1.95122604"," 2.51188009"," 2.12619990"," 2.18497087"," 2.14992153"," 2.34063576"," 1.87425662"," 2.08042346","-2.64854785"," 1.86265710"," 2.43789855"," 2.42095695","-0.73454739","-3.44163115","-2.21442197"," 2.38535767","-0.45364762","-2.03259659","-0.80834574","-1.43752898","-1.98707450","-1.82955641","-1.65752132"," 2.23568144"," 1.98312334"," 2.07080451"," 2.10907675"," 2.49836123"," 2.01448230"," 1.93912431"," 1.90147361","-1.02123705","-2.23637326","-1.11330040","-1.36914707"," 1.82141563","-0.58670560"," 2.08042346"," 2.12619990","-1.48261896","-2.82371583","-0.76643785","-2.81734547"," 2.15464059"," 1.88625423","-1.14695851"," 1.86265710"," 2.14054822","-1.21717683"," 1.84723853"," 2.17615046"," 2.11290190"," 1.97153927"," 2.00218644"," 2.13503852"," 2.39859171"," 2.07080451","-0.94022242","-1.07717351","-1.31481180"," 1.99435019","-0.41910381","-0.38568513","-2.70085758","-0.38568513"," 0.03470880"," 0.06484951"," 0.11034807","-1.09388176","-0.32647876"," 1.95122604","-2.17843802","-0.52631330","-2.01674159","-0.09725543","-0.99582906","-0.95143129","-2.51576866","-1.40048144","-0.70587808","-1.05097623","-0.44829229","-0.94022242","-1.78965548","-1.89697793","-1.86651487","-1.66464811","-2.04133537","-1.53436298","-1.71179296","-1.80468975","-1.96029754","-2.67530462"
"w/o MS2:PE 35:0; [M+Na]+","-2.0697381"," 1.2316252"," 1.2205552"," 1.1857150"," 1.2930500"," 0.9256505"," 1.6745635"," 1.0637418"," 1.0135998","-1.6830042"," 1.2028916"," 1.4145144"," 1.6145145"," 0.9854776"," 0.6874701","-1.7270681"," 1.2316252"," 1.0577095","-2.9413456","-1.9877255","-2.5159804"," 0.9854776","-2.4253123","-3.3048834"," 1.3119569"," 1.2205552"," 1.1284292"," 1.1592767"," 1.0577095"," 0.9103479"," 1.1403618"," 1.3266382","-3.5525812","-2.0459587","-3.5354524","-1.9877255","-1.9942698","-1.4317915","-2.1358142"," 1.4762867"," 1.1168029","-1.9877255","-1.5339208","-2.0516422"," 1.1969162","-2.1731456","-3.3846512"," 1.3334868"," 1.4359548"," 2.0427407"," 1.2714409"," 1.8920416"," 1.2714409"," 1.4669860"," 1.6492485"," 1.3069921"," 1.4669860"," 1.4507969","-2.3687409","-2.7000708","-1.6037640"," 1.5234945","-2.1034900","-1.3689350"," 1.3530960","-2.1560862"," 1.8719617","-1.4066700","-3.3644559"," 1.4762867","-3.2619466"," 1.5892746","-0.8418896"," 1.5719542"," 0.8541110"," 1.8920416"," 1.1908464"," 1.2375655"," 0.9057525"," 1.4507969","-0.8614823","-0.8865317"," 1.4915871"," 1.4669860","-0.5947715","-0.7775213","-0.9451468","-1.2672851"," 1.3000455","-1.3897881"," 0.9854776"," 1.2846432"," 0.4241217"," 2.0766913"
"w/o MS2:PE 35:5e; PE 17:0e/18:5; [M+H]+"," 1.67579703"," 0.86683418"," 0.62676547"," 0.56636483","-0.08619269","-0.52984924","-0.07130599","-1.30173642","-1.05333364","-0.30778092"," 0.42836251","-0.29342824"," 0.28488251","-0.13981930"," 0.63571533"," 0.66194829","-0.22102088"," 1.23635752","-0.75951175"," 1.42067984","-1.56296737","-0.06573186","-0.10077223","-0.77957785"," 0.99246558","-0.20493486","-1.18661947"," 0.34892027","-0.31318854"," 0.53769661"," 0.85444241","-0.02449050","-0.33302836","-0.20493486"," 0.26250265","-0.10997290"," 1.75297609"," 0.34091629"," 0.61221533","-1.26958934","-1.73960156"," 1.22005049","-0.33302836"," 0.02286540"," 0.58444130","-2.70158654"," 0.90702927"," 0.07696248","-0.35156565"," 0.06515540"," 1.38295801"," 0.17972804"," 0.71387792"," 0.45275540","-0.72264309","-0.51413080","-1.68267047","-1.42709926"," 0.56122645","-4.19889811"," 0.02848779"," 0.21840211"," 0.26250265"," 0.82248535","-0.75112557","-0.30239726","-1.10689297","-0.45593295"," 1.54054938","-1.23321892"," 0.34482522","-2.03346994","-0.67448835"," 2.11178761"," 2.09077784"," 0.78554069"," 1.22005049"," 1.86491661","-0.82680400"," 1.74818195","-1.84064028","-1.15253899"," 0.94779422"," 1.22586555","-2.09501062","-0.69705363","-0.49010966","-0.57193002","-0.49935982","-1.06482599"," 1.11644826"," 1.71461184","-1.85277823"," 3.92346779"
"w/o MS2:PE 36:1; PE 8:0-28:1; [M+H]+","-5.12756618","-0.69434453","-2.43095202","-2.72975059","-2.12958283","-1.63273124","-0.26708390"," 0.86207254","-0.06138336","-1.57039126","-1.32588003"," 0.35146241","-0.21274388","-1.71419777","-1.98782992","-0.26154958"," 0.28324162","-0.95895390","-0.01877274"," 0.25014518","-0.99338401","-1.63273124","-1.47721790","-1.10559736"," 0.13555804"," 0.36756781","-1.89746082","-1.25712376","-1.18702592"," 1.65187547","-1.02909376","-1.09467259","-0.68298198","-1.91217109"," 2.05201080"," 0.21647584"," 2.06727115","-2.52599803","-0.06676779","-0.65906021","-1.75615708","-0.63214733","-0.95590164","-1.39991991","-0.75889609","-1.21197795"," 0.33194683","-0.34082693","-0.70659382"," 0.79284846"," 0.18735124"," 0.27068726"," 1.08873927","-2.58399717"," 1.52014954"," 1.09905661","-0.04229589"," 0.89698311","-2.28551119","-1.30198966","-0.94198035","-0.68010799","-0.04982575","-0.16433545","-0.98313340","-0.16841471","-0.02150492","-0.81959231","-0.45913511","-0.06676779","-0.42411763","-1.14094504","-0.06138336"," 2.47056898"," 3.00837841"," 2.87815899"," 2.53542630"," 2.97128053"," 2.59420137"," 2.87421015"," 0.60646779"," 2.57777339"," 2.51902084"," 2.80942082"," 0.34061130"," 0.77562923","-0.26154958"," 0.02580786"," 2.62591081"," 2.31364849"," 2.87421015"," 2.57371986"," 3.68875812"," 3.37536168"
"w/o MS2:PE 36:4; PE 8:0-28:4; [M+H]+"," 1.13147092"," 0.78008772"," 0.88274473"," 0.43803810"," 0.48102012","-1.52417800","-3.67355732","-1.67459186","-2.28603194"," 0.61294907"," 0.24819664"," 0.67927648","-2.75553258"," 0.65700072","-0.10615603"," 0.96001703"," 0.84012386"," 0.80636254"," 0.59698891"," 1.02207585"," 0.52478595"," 0.16163171"," 0.80128259"," 0.39929572"," 0.49777569","-1.75894925"," 0.41851128"," 0.85119136"," 0.66313847"," 0.52995707","-1.16814171","-1.78975470"," 0.65700072"," 0.52995707"," 0.96563680"," 0.74055801"," 0.90901340"," 0.41851128"," 0.09574986"," 0.84012386","-2.11691804"," 0.93426367"," 0.47061984"," 0.26336373"," 0.43803810"," 0.52478595"," 0.47061984","-1.27035583"," 0.73082399"," 0.77499435"," 0.75252094","-3.43503017"," 0.52478595"," 0.75252094"," 0.85119136"," 0.63481019"," 0.32384509","-0.81862871"," 0.79045696"," 0.84616429"," 0.66313847"," 0.83515695"," 1.40143307"," 0.95459576"," 0.49294361"," 0.74708937"," 0.44844591"," 0.26336373"," 0.99610580","-2.75553258"," 0.44063927","-1.61025535","-0.09979963","-2.64011586"," 0.66843183","-1.92792753","-2.13097390"," 0.61294907","-0.17142490","-0.89983179"," 0.31413596"," 0.22482290","-0.60865553","-0.39682973"," 0.35679865"," 0.32384509"," 0.27008513"," 0.47608518","-0.19512187","-1.13830739","-2.00337967"," 0.13594379","-1.25476452"," 1.36045809"
"w/o MS2:PE 37:4; PE 9:0-28:4; [M+H]+"," 3.45879883","-0.68644596","-0.40587988","-0.76582989","-2.95586136"," 0.37425693"," 0.32689197","-1.43273028"," 0.38064011"," 2.54268504","-6.08647458","-0.06773999","-0.01401654"," 0.72040099"," 0.41067188","-0.87148647","-0.44063536","-0.36016638"," 0.54715166","-0.33807528"," 0.32689197"," 0.49104730","-0.60197500","-0.36693678"," 0.02287406"," 0.49104730","-1.63413503","-0.26684759"," 0.60068771","-0.21909540","-0.11897872","-0.75339475"," 0.50466440"," 0.41613749","-0.41576778","-1.13633527","-1.65482011","-0.40353100"," 0.27070601","-0.14394993","-0.26684759"," 1.14942232","-0.53772055","-0.22603485"," 0.90403525","-0.11639469","-0.87941599","-0.49632060","-0.63367862","-0.44063536"," 0.89943549","-1.90710509"," 0.01351069","-1.47247649"," 0.12592750"," 0.42221917","-0.35309692","-3.28287634","-0.21583659"," 0.68186042"," 0.14999270"," 0.14999270"," 0.79062086","-0.50291300","-0.25785750"," 0.39657247"," 0.04350849","-0.63002493","-0.89334479","-0.08164383","-1.22178947","-0.43134426"," 2.09744766","-0.22236435","-1.72457774"," 0.16774299","-1.27014330"," 0.26272566"," 1.52690775"," 1.56900381"," 1.78468892"," 1.89245601","-2.10198034","-1.51455248"," 2.62009274"," 1.78092209"," 1.90220172"," 2.20327644"," 1.68330720"," 3.83824531","-0.86726252"," 1.40885420"," 0.86705142"," 1.47177185"
"w/o MS2:PE 37:5; PE 19:2-18:3; [M+H]+"," 0.7299087"," 0.4978096"," 0.6185019"," 0.3011855"," 0.7725009"," 0.5421536"," 0.7778832"," 0.4978096"," 0.5671417"," 0.8380439"," 0.3832831"," 0.8438529"," 0.9652855"," 0.6335592"," 0.2447983"," 0.5025712"," 0.6687164"," 0.3145052"," 0.8649984"," 0.4556805"," 0.8601851"," 0.3061638"," 0.5626284"," 0.4223380"," 0.7725009"," 0.4223380"," 0.6546621"," 0.4698445"," 1.1025472"," 0.6429708"," 0.4368598"," 0.3415641"," 0.5313597"," 0.8698971"," 0.4745518"," 0.8090661"," 0.6335592"," 0.9764168"," 0.8698971"," 0.7881116"," 1.0345463"," 0.5574767"," 0.5525080"," 0.5671417"," 0.2126947"," 0.6687164"," 0.6799774"," 0.4556805"," 0.9085336"," 0.5025712"," 0.5574767"," 0.6849966"," 0.4978096"," 1.0287484"," 0.3924045"," 0.4411727"," 0.7406549"," 0.5359586"," 0.8698971"," 0.7140526"," 0.4556805"," 0.5226223"," 0.9085336"," 0.5833682"," 0.5359586"," 0.3278398"," 0.5779885"," 0.7140526"," 2.1168688"," 0.3106993"," 0.6687164"," 0.5833682","-2.1962598","-2.7257682","-2.6657694","-2.1440873","-2.6086968","-2.3625619","-2.6859639","-2.2381152","-2.1570308","-2.6218564","-1.5720656","-2.3625619","-1.3111512","-2.2569279","-1.9632237","-2.0781697","-2.8736172","-3.0195210","-2.6928397","-2.9961569","-2.1264677"," 3.7824460"
"w/o MS2:PE 38:0; [M+Na]+"," 0.87076554","-0.81000886","-0.64864286","-1.47378999","-0.66822380","-1.25865848","-3.06616258","-0.94949275","-1.57993193"," 0.73285639","-1.38164594","-0.77278122","-0.52825994"," 0.80208927"," 0.01127976"," 0.41871298","-1.06080080"," 0.30880047"," 0.45447230"," 0.69383292"," 0.96091890"," 0.60488134","-2.41942760","-0.81000886","-1.52454630","-0.87838247","-0.72685862","-2.05117747","-1.47378999","-1.62420850","-1.35938094","-2.58958217"," 0.85434348"," 0.87985775","-1.68089962"," 0.94536695"," 0.87076554"," 0.12290853"," 0.48932175","-1.63815739"," 0.24124196"," 0.66723179"," 0.60488134"," 0.41054316","-0.82630963"," 0.58213457"," 0.59174041"," 0.48932175","-0.86103843"," 0.86685169","-1.33390208","-0.94949275","-1.04931207","-0.73565060","-1.02878570","-1.46486176","-1.27400220","-0.30250406","-3.05756155"," 1.11128895","-1.75310217","-0.83069215"," 0.99862203"," 1.24989685","-1.41028421"," 0.32335579"," 0.77967255"," 0.72079564","-0.23189891","-1.40298456","-0.86700092","-1.95975409"," 1.71537930"," 1.81530482"," 1.73583913"," 1.68086819"," 2.15549241"," 1.24460745"," 1.82595563"," 1.83645670"," 2.33769048"," 1.89828400"," 2.12098827"," 2.14793653"," 2.00538608"," 1.72005751"," 1.85706635"," 1.67179465"," 1.67661746"," 1.49476122"," 1.68558819"," 1.42113212"," 1.57317015","-2.96517203"
"w/o MS2:PE 38:2; [M+Na]+","-0.225103290"," 0.401394585"," 0.639350784"," 0.464753580"," 0.401394585","-0.112981857","-3.430794534"," 0.804502204"," 0.471940099","-1.414741656","-0.370449101"," 0.755819029"," 0.183425544","-1.581170537","-0.552140200","-0.526341189"," 0.151603676","-0.123474753","-1.861619033"," 0.261756291","-1.414741656","-0.516904296","-0.375818800","-0.523202962"," 1.308287471"," 0.421288207","-3.345830529"," 0.729511446"," 0.572673408"," 1.426082201"," 1.043740512"," 0.734790641"," 0.549590236","-0.750823690"," 0.622876988","-0.786701071","-1.662459480","-0.772730688","-2.928554372","-0.777053902","-0.700818342","-0.047797248","-0.381185788"," 0.355353062"," 0.411372663","-1.459623622","-2.967732937","-0.606711474","-0.086262677","-1.189965295"," 0.912630233"," 0.605165631"," 0.891019604"," 0.480696550"," 1.254603730"," 1.227196802"," 0.659415745","-0.606711474","-2.722841181"," 0.488806612"," 0.310605693"," 0.399303788","-0.413479460","-0.004740093"," 0.081526733"," 0.392299254","-2.729612381","-0.542097181","-0.401134204","-3.522376593","-0.952215886"," 0.536110099","-2.312122063"," 3.021184810"," 2.845181466"," 2.565624893"," 3.356275574"," 3.650755436","-0.915650818"," 2.624154726","-1.094503377","-0.772730688"," 2.990230087"," 3.340014262","-0.915650818","-0.757993341","-0.578937592","-1.145215336","-0.363093036"," 2.605559209"," 3.318098174"," 2.862284256","-0.713915311","-1.171494766"
"w/o MS2:PE 38:6; [M+Na]+"," 1.72864667","-2.25885114","-0.31883856","-1.66196584","-0.68617832","-2.60793205","-1.85851258"," 0.04224860","-3.02477281"," 1.68465122","-2.68012699","-1.03007373","-1.09723272"," 0.53587903"," 0.90158050"," 0.34903311","-2.51821797"," 1.51729405"," 0.06442641"," 2.27212697","-2.05285273"," 1.87391978"," 1.75841733"," 1.82411317","-2.22455761","-1.48920305","-1.43716983","-0.88406665","-0.97626038","-1.31584069","-0.69062742","-2.07724148"," 2.44166983"," 2.19969284","-0.19562572"," 2.07115256"," 2.48321243"," 0.71230779","-0.22253154","-0.64529292"," 0.21279521"," 2.08827153"," 2.06312101"," 0.63590002","-1.12917023"," 1.87577606"," 0.74098467","-0.05192047","-2.02252028"," 1.11851386","-3.37817456","-2.08586094","-1.90259273","-0.94129475","-2.29339823","-0.44073991","-0.69509761"," 0.03851203"," 1.69199227"," 1.48365259"," 1.78529293","-1.43202709"," 0.61311343"," 2.64157178"," 0.20515382"," 1.52959355"," 1.08639490"," 1.02610683"," 1.53844316","-0.95370300"," 2.15434983","-1.87533055"," 1.03195506","-1.19388842","-0.30600216","-0.56776011","-1.26340603","-0.70864480","-0.33528045","-0.77859309"," 1.22085212"," 0.81933913","-0.45500771","-0.55509264"," 1.37247418"," 0.21868526"," 1.58878863"," 1.76598015"," 1.21634287"," 0.48270773","-1.39500199","-1.06010925"," 1.06877096"," 1.99878182"
"w/o MS2:PE 38:8e; PE 16:2e/22:6; [M+H]+","-2.04815324"," 0.76718436","-0.08026516","-0.24217195"," 0.60537350"," 0.95967665"," 0.10968501","-0.70788851"," 0.13558825"," 0.97423616"," 0.89667424","-0.52462771","-3.40405235","-0.16047931","-1.62998134","-1.01071544","-1.85590527"," 0.57414271"," 0.26650749"," 0.96830648"," 0.10428926","-0.16047931"," 0.04983955"," 0.35777665","-2.44226411","-1.32675431","-2.29720709","-3.10581596"," 0.78286055"," 0.08231908"," 0.97423616","-2.10355416","-0.79609611"," 0.74502398"," 0.94036375","-0.12937928"," 0.49197939","-0.14583667","-0.07280203"," 0.54946314","-0.01895638","-0.71623599"," 0.71941329","-1.53376333","-0.23665986"," 0.44762509"," 0.71650194"," 0.19061282","-1.89929289","-0.12937928","-1.59528136"," 0.76718436"," 0.33560455","-0.94899024","-2.03137761","-0.83182881"," 0.76718436","-3.17225998"," 0.76246201"," 1.34638360"," 0.46803418"," 0.68643685"," 0.90582044","-1.75076090","-2.22388347"," 0.64191086","-0.01579974"," 0.67369379","-4.20962728"," 0.06319436"," 0.63619379"," 0.33071263","-1.87974905"," 1.28966215"," 1.72823902","-0.31128368","-2.09683891"," 1.97354408"," 1.33423739"," 1.56450642"," 2.07163960"," 1.41762936","-0.81616305","-1.93293012"," 1.95646772"," 1.59027897"," 2.31618928"," 2.13053404"," 1.86432855"," 1.14680563"," 1.35077519"," 0.85016677"," 1.47955862"," 4.73643316"
